念	思
蜚语	浮名
蜚语	流言
肥大	肥硕
肥美	肥沃
肥胖	强壮
肥胖	肥壮
肥胖	粗壮
肥饶	肥沃
肥饶	膏腴
肥硕	肥大
肥田	沃田
肥土	沃土
肥沃	肥美
肥皂	胰子
肥壮	丰腴
肥壮	痴肥
匪徒	强盗
匪贼	土匪
匪贼	强盗
诽谤	毁谤
诽语	谗言
责骂	叱责
责骂	诋毁
责骂	叱骂
责骂	咒骂
废弛	败坏
废弛	松弛
废话	空话
责骂	指责
废料	废物
废品	副品
废品	次品
废弃	废除
废弃	覆灭
废弃	搁置
责难	非难
责难	诽谤
责难	诘问
责难	责问
废物	宝物
废止	取缔
废止	废除
废止	取消
废置	废止
废置	取消
责难	诘责
沸水	滚水
沸腾	欢喜
沸腾	欣喜
费解	隐晦
责任	肩负
责任	负担
责问	驳诘
责问	诘难
责问	谴责
责问	诽谤
费劲	费力
费劲	吃力
费力	艰巨
费力	辛苦
费力	艰苦
费力	劳累
费钱	用钱
费神	费心
费神	劳神
费事	烦闷
费事	麻烦
费心	操心
费心	顾虑
费心	担心
费用	用度
责问	申斥
择要	撮要
分辨	分别
分辨	分辩
择要	纲目
分辩	分别
分辩	辩白
分别	区别
分别	别离
分别	辨别
分拨	分配
分拨	分派
分布	宣传
分布	散布
分布	涣散
分成	分红
分炊	分家
分担	分管
齰舌	咋舌
分发	散发
分发	发散
齰舌	惊叹
怎么	何如
怎么	怎样
怎样	何如
分割	分隔
分隔	分割
分工	单干
分管	分担
谮媚	陷害
分红	分成
分化	分裂
分化	离散
分伙	拆伙
分伙	散伙
分家	分居
分解	散乱
分解	解析
分解	领会
分居	分家
分开	分隔
分开	隔离
分开	脱节
分离	辞别
分离	决裂
分离	对抗
分离	辨别
分离	离开
分量	重量
分量	份量
分列	胪列
分列	陈列
分裂	肢解
分裂	散乱
分裂	分散
分裂	疏松
分裂	扩散
分裂	分割
分裂	破裂
分裂	割裂
分裂	平分
分袂	阔别
分袂	折柳
分袂	辨别
分泌	渗出
分泌	渗透
分泌	排泄
分娩	临盆
分娩	临蓐
分娩	生产
增补	增加
分明	显现
分明	明显
分明	清楚
分内	本分
分内	份内
分派	分拨
分派	分配
分配	调配
分歧	分裂
分歧	分别
分歧	翻脸
分歧	不同
分权	均权
分散	分别
分散	离别
分散	拜别
分散	分布
分身	兼顾
分身	两全
分神	分心
分手	分裂
分手	离别
分手	分别
分说	分辩
分说	辩白
分摊	摊派
增补	填充
增多	加多
分外	特殊
分外	格外
分外	十分
增多	增加
分析	理会
分析	剖析
分析	施展
分析	领会
分享	瓜分
分享	朋分
分心	分神
分缘	因缘
分子	份子
芬芳	幽香
芬芳	芳香
芬芳	馨香
芬香	芬芳
吩咐	寄托
吩咐	打发
吩咐	交代
吩咐	嘱咐
吩咐	委托
纷繁	纷纷
纷繁	纷纭
纷纷	纷纭
纷纷	纷繁
纷乱	凌乱
纷乱	狼籍
纷乱	喧嚣
纷乱	缭乱
纷乱	庞杂
纷乱	纷扰
纷乱	零乱
纷歧	不一
纷扰	骚乱
纷扰	吵杂
纷扰	扰攘
纷扰	烦扰
纷扰	烦恼
纷扰	忙乱
纷扰	烦嚣
纷纭	纷纷
纷纭	纷繁
纷争	格斗
增光	增色
增光	出色
增加	推广
增加	补充
氛围	气氛
坟场	墓地
坟墓	宅兆
增加	增长
增加	增进
增进	促进
焚杀	屠烧
焚烧	燃烧
增进	加添
增强	坚固
增强	巩固
粉饰	袒护
粉饰	修饰
粉饰	化妆
粉饰	润饰
粉饰	润色
粉碎	破碎
粉碎	摧折
粉碎	破坏
粉碎	碎裂
份量	分量
份内	分内
份子	分子
增色	大凡
增色	出色
增添	增加
增添	填补
增援	声援
增援	援手
奋斗	努力
奋斗	搏斗
奋斗	斗争
奋斗	战争
奋发	努力
奋发	发愤
奋发	斗争
奋发	勤奋
增长	延长
憎恶	断念
憎恶	憎恨
憎恶	厌倦
憎恶	愤恨
憎恨	仇恨
憎恨	悔怨
奋力	努力
奋力	奋勉
奋勉	勤劳
奋勉	刻苦
奋勉	勤奋
奋勉	发奋
奋起	兴隆
奋起	振奋
奋起	郁勃
憎恨	厌弃
憎恨	愤恨
奋勇	勇猛
奋勇	英勇
赠给	馈送
赠给	捐赠
赠送	捐赠
忿忿	愤愤
忿恨	愤恨
愤愤	忿忿
愤恨	愤怒
愤恨	气愤
愤恚	痛恨
愤恚	义愤
愤恚	气愤
愤激	愤恨
愤激	愤懑
愤激	气忿
愤慨	愤恨
愤慨	义愤
愤慨	气愤
愤懑	怫郁
愤懑	愤恨
愤懑	怨愤
愤懑	愤怒
愤懑	气忿
愤怒	愤恨
愤怒	活力
愤怒	愤慨
愤怒	气愤
愤怒	生气
赠送	奉送
丰采	神姿
丰产	丰登
丰登	丰收
丰度	丰采
丰富	充实
丰富	充盈
丰富	充分
丰富	丰饶
赠送	赈济
赠送	布施
丰厚	丰饶
丰厚	丰硕
丰厚	丰富
丰满	饱满
丰年	有年
丰沛	充沛
丰饶	丰富
丰饶	富饶
丰润	丰满
丰盛	优厚
丰盛	丰富
丰收	丰登
丰硕	丰富
丰硕	复杂
丰盈	丰满
丰盈	瘦削
丰腴	丰满
丰腴	肥胖
丰腴	丰润
丰裕	富厚
丰裕	充裕
丰姿	风姿
丰姿	风韵
赠予	布施
赠予	赠送
风波	风云
风采	风仪
风采	风度
风采	风范
扎脚	缠足
扎脚	裹足
扎实	结子
扎实	坚固
扎眼	刺眼
扎营	安营
渣滓	垃圾
渣滓	残余
渣滓	残存
渣滓	糟粕
札记	笔记
札记	条记
风帆	帆船
风范	风姿
风范	风韵
风范	风度
风范	面貌
风范	风貌
乍然	遽然
风格	作风
风格	品质
风光	得意
风光	景色
风光	风景
风行	盛行
风行	风靡
风行	流行
乍然	倏忽
诈骗	欺骗
诈欺	欺骗
风景	得意
风景	景色
诈欺	愚弄
炸药	火药
风浪	风波
风凉	凉快
风流	风致
榨取	搜括
榨取	遏抑
榨取	剥削
榨取	压榨
摘要	纲要
风貌	面貌
风貌	风采
风靡	风行
摘要	概要
摘要	择要
宅基	屋基
宅眷	家属
宅券	房契
宅心	居心
宅忧	居丧
宅兆	坟墓
风气	习俗
风气	风尚
风趣	幽默
风趣	趣味
风骚	风流
风扇	电扇
风尚	风气
窄小	褊狭
窄小	狭窄
风俗	习俗
风俗	习尚
风俗	风尚
风俗	习惯
风瘫	疯瘫
风味	风韵
风味	韵味
风闻	传闻
风物	景物
风物	景象
风物	风景
风险	严重
风险	告急
风险	危害
风雅	精致
风雅	大雅
风雅	雅致
债主	借主
风仪	风度
风仪	仪表
沾病	生病
沾病	染病
沾病	抱病
沾光	叨光
风云	风波
风韵	风采
风韵	风度
风韵	风仪
风韵	相貌
风筝	鹞子
风致	风格
沾染	习染
风姿	风度
沾染	感染
沾染	熏染
封闭	封锁
封爵	册封
封锁	封闭
疯颠	疯癫
疯癫	疯颠
疯狂	猖獗
疯瘫	风瘫
烽火	烽烟
烽烟	狼烟
烽烟	烽火
锋利	厉害
锋利	尖锐
锋利	横蛮
锋芒	矛头
锋芒	锋铓
粘稠	稠密
锋铓	锋芒
蜂拥	簇拥
粘稠	黏稠
粘糊	黏糊
粘土	黏土
粘性	粘性
逢迎	趋奉
逢迎	谄媚
缝补	补缀
缝隙	罅隙
缝隙	裂缝
讽刺	嘲笑
讽刺	挖苦
讽刺	讥嘲
粘液	黏液
瞻望	展望
瞻仰	向往
瞻仰	考核
瞻仰	敬仰
瞻仰	景仰
斩柴	伐木
奉璧	归赵
奉璧	归还
奉璧	返璧
奉承	谄媚
奉承	恭维
奉承	谄谀
奉承	阿谀
奉告	告诉
斩新	崭新
展开	打开
展开	敞开
展开	进展
奉还	璧还
奉还	归还
奉还	璧赵
奉行	实行
奉行	执行
奉行	践诺
展期	延期
奉命	遵照
奉命	遵命
奉陪	陪伴
奉陪	伴随
奉求	请托
奉求	拜托
奉劝	劝说
奉劝	劝告
奉上	送上
奉侍	侍奉
奉侍	服侍
奉送	馈送
奉送	馈遗
奉送	捐赠
奉献	贡献
奉养	赡养
奉养	服侍
奉养	供养
奉养	抚养
奉迎	奉承
奉迎	讨好
奉迎	市欢
奉赵	退回
奉赵	归还
奉赵	送还
佛教	释教
展示	展现
展望	预测
佛门	空门
佛寺	梵宇
展现	表现
佛学	梵学
否定	否认
展现	表示
展现	展示
展现	呈现
展转	回转
否决	不准
否决	破坏
否决	阻遏
否决	抗命
否认	抵赖
否认	含糊
否则	不然
展转	反转
展转	辗转
崭露	出现
崭新	全新
夫妇	匹俦
夫君	良人
夫妻	配偶
夫妻	配头
夫妻	夫妇
夫役	夫子
夫子	役夫
肤见	浅见
肤见	穴见
肤浅	浮浅
敷陈	阐发
敷陈	陈述
敷衍	对付
敷衍	疏忽
敷衍	将就
敷衍	轻率
敷衍	马虎
崭新	清澈
崭新	簇新
辗转	曲折
敷裕	富裕
敷裕	丰裕
敷裕	充盈
弗成	不可
弗成	不成
伏击	袭击
辗转	展转
伏莽	盗匪
伏祈	哀求
伏乞	仰求
伏乞	哀求
伏侍	服事
伏输	服输
伏暑	盛暑
伏暑	酷暑
伏贴	停当
伏贴	妥善
伏贴	妥当
伏诛	伏法
伏罪	服罪
扶病	抱病
扶持	扶助
扶持	扶植
占定	剖断
扶携	提携
扶养	哺育
扶养	抚育
占定	判决
占据	攻下
占据	吞噬
扶引	导引
扶直	扶助
扶植	建立
扶植	扶助
扶植	接济
扶助	帮助
拂尘	布掸子
拂拭	扫除
拂拭	袪除
拂拭	清扫
拂晓	清晨
拂晓	凌晨
拂晓	黎明
拂袖	拂衣
占据	侵夺
拂衣	拂袖
服从	按照
服从	效劳
服从	遵从
服从	听从
服从	服务
服毒	仰药
服法	伏法
服气	佩服
服气	信服
服事	伏侍
服侍	侍候
服侍	奉养
服侍	伺候
服饰	衣饰
服输	伏输
服帖	帖服
服务	工作
服务	效劳
服役	从军
服膺	牢记
服膺	切记
服装	服饰
服装	装束
服罪	伏罪
占据	据有
怫郁	愤恨
怫郁	怨愤
浮薄	轻薄
浮薄	轻佻
浮荡	飘荡
浮泛	权诈
浮泛	虚浮
浮泛	空洞
占领	攻陷
占领	霸占
占领	强占
浮华	质朴
浮华	俭约
浮华	华丽
浮滑	轻薄
浮滑	佻薄
占领	占据
浮夸	飘浮
浮夸	夸诞
浮夸	夸张
浮夸	浮躁
浮名	流言
浮浅	单薄
浮浅	浅薄
浮浅	菲薄
占领	攻克
浮松	轻松
浮松	松弛
浮图	浮屠
浮图	宝塔
浮屠	浮图
浮屠	宝塔
浮现	挖掘
浮现	显现
浮现	展示
浮现	露出
浮现	显露
浮言	妄言
浮言	流言
浮躁	轻浮
浮躁	烦躁
浮躁	急躁
符号	标识
符号	标记
幅员	版图
辐凑	辐辏
辐辏	辐凑
占有	拥有
福分	福气
福份	福分
福祸	吉凶
福利	利益
福利	甜头
福气	福泽
福气	福分
占有	占领
栈单	提单
栈房	客栈
栈房	仓库
栈房	旅馆
栈稔	驯服
福泽	福分
福泽	福气
栈稔	制服
抚玩	观赏
抚玩	赏玩
抚慰	欣慰
抚慰	快慰
抚慰	安慰
抚心	扪心
抚养	扶养
抚育	教导
抚育	抚养
抚育	奉养
战败	失利
战败	溃败
战场	战地
战场	疆场
斧正	指正
斧正	匡正
府上	贵寓
俯看	俯瞰
俯看	俯视
俯瞰	俯视
战船	战舰
战船	兵舰
战地	疆场
战抖	胆寒
俯视	企盼
俯视	仰望
俯首	昂首
战抖	颤抖
战抖	震颤
战斗	战役
战功	军功
战火	人烟
战火	烽火
战舰	兵舰
战舰	军舰
战栗	颤栗
战栗	寒战
战栗	颤动
战栗	觳觫
战略	兵法
战略	计策
战略	计谋
战胜	打败
辅币	本币
辅导	指引
辅导	引导
辅音	子音
辅助	辅佐
辅助	帮助
辅助	帮忙
辅佐	襄理
辅佐	辅助
腐败	衰败
腐败	腐化
腐败	陈腐
腐臭	凋零
腐臭	朽败
腐化	沉沦
腐化	侵蚀
腐化	腐烂
腐烂	腐朽
腐烂	陈腐
腐儒	冬烘
腐朽	腐败
腐朽	让步
腐朽	失败
腐朽	陈旧
腐朽	古老
父老	尊长
父老	长辈
战胜	克服
付出	支出
付出	开销
付托	嘱托
付托	交托
付与	给与
付与	接收
战士	兵士
付梓	排印
负担	承担
负担	负责
负担	担负
负疚	道歉
负疚	抱歉
负面	背面
负面	反面
负气	赌气
负屈	含冤
负屈	抱屈
负伤	挂彩
负心	亏心
战术	战略
战术	策略
战线	阵线
战役	交锋
战役	战争
负约	失约
负约	误期
负责	认真
负责	控制
负责	掌管
负责	卖命
负责	担任
负债	欠债
妇检	妇科体检
战争	征战
战争	斗争
战争	交锋
战争	打仗
附和	拥护
附和	同意
附和	支持
附会	傅会
附近	左近
附近	邻近
附近	相近
附丽	依附
附属	隶属
附属	附庸
绽放	开放
附庸	附属
赴任	就职
赴任	履新
赴任	接事
绽放	开启
绽开	绽放
湛蓝	蔚蓝
张皇	慌张
张皇	惶恐
复仇	报仇
复电	来电
复古	复旧
复活	复生
复活	重生
复旧	复古
复赛	决赛
复生	复活
复书	回信
复苏	苏醒
复苏	惊醒
复习	温习
复信	覆信
复兴	规复
复兴	振兴
复兴	回复
复员	退伍
复原	恢复
复原	光复
复原	还原
复杂	冗长
复杂	庞大
复杂	搀杂
复杂	混杂
复杂	广大
复辙	覆辙
副角	配角
副理	协理
副理	协助
副品	次品
副品	废品
副手	辅佐
副手	助手
张惶	惊惧
赋税	钱粮
赋闲	清闲
赋闲	幽闲
赋闲	闲散
赋性	性格
赋性	天性
赋与	赋予
傅会	附会
富贵	高贵
富贵	荣华
张惶	张皇
富豪	富人
富豪	富翁
富厚	丰富
富厚	厚实
富厚	雄厚
富家	巨室
富家	大族
张惶	慌张
张开	睁开
张开	打开
富丽	光辉
富丽	绮丽
富丽	瑰丽
富丽	华丽
富丽	秀美
张罗	安排
富强	振兴
富强	掘起
富强	繁盛
富强	发财
富强	兴盛
富饶	富有
富饶	宽绰
富饶	富裕
富饶	饶沃
富饶	健壮
富饶	沃腴
富人	富翁
富商	巨贾
富庶	富有
富庶	富饶
富翁	富人
富翁	财主
富有	富裕
富有	宽绰
富余	富裕
富余	宽裕
富余	兴盛
富余	充裕
富裕	宽裕
富足	饶沃
富足	荣华
富足	富饶
富足	富贵
富足	富有
富足	富裕
富足	优裕
张望	查看
腹地	本地
腹地	要地
腹地	内陆
腹泻	泻肚
覆按	查考
覆盖	掩盖
覆盖	笼罩
覆盖	遮蔽
覆没	淹没
覆没	吞没
覆灭	毁灭
张望	稽查
覆信	回信
覆信	答信
覆辙	复辙
馥郁	芬芳
馥郁	浓郁
旮旯	角落
该当	应当
该死	活该
赅博	渊博
赅博	鸿博
改扮	乔装
改变	改观
改变	改动
改变	变换
改变	改革
张望	查察
张扬	声张
改动	更换
改动	修改
改动	改革
改动	变换
改动	改正
改革	改观
改革	改进
改革	改造
改革	改良
改革	改正
改革	变革
改观	转折
改观	改造
改观	挪动
改观	变化
改过	改进
改过	改正
张扬	宣传
改行	转业
改换	更换
改换	扭转
改换	变换
改换	替换
改换	转变
改换	转化
改换	纠正
改换	转换
改悔	悔过
改嫁	再醮
改进	鼎新
改进	矫正
改进	改良
改良	匡正
改良	厘革
改良	变革
改良	纠正
改良	刷新
改良	改造
改良	改进
改名	更名
改期	脱期
改期	延期
改期	缓期
改期	宽限
改日	他日
改日	将来
改日	另日
改善	改良
改善	改进
改善	革新
张扬	传扬
章程	条例
章程	规则
章台	妓院
章台	娼寮
改为	改成
彰彰	彰着
彰着	昭彰
蟑螂	甲由
长辈	尊长
长辈	前辈
长处	优点
改选	改组
改削	点窜
改削	窜改
改造	厘革
改造	改革
改造	转化
改造	变革
改造	更换
改造	纠正
改正	矫正
改正	改造
改正	改进
改正	纠正
改组	改选
盖上	关上
长存	永存
长短	是非
盖印	盖章
盖章	盖印
概况	粗略
概况	大概
概况	外貌
概括	详细
概括	详尽
概括	概述
概括	总结
概率	几率
概略	大概
概略	约略
概略	简陋
概略	简要
概念	观念
概念	见识
概述	概括
概述	总结
概要	择要
概要	大纲
概要	纲目
长工	散工
长官	主座
长进	上进
甘霖	甘雨
甘露	甘霖
甘美	甜蜜
甘薯	番薯
甘甜	甜美
甘心	甘愿
甘心	愿意
甘休	截止
甘雨	甘霖
甘愿	答应
甘愿	情愿
甘愿	高兴
甘愿	乐意
甘愿	宁肯
甘旨	美味
长进	发展
长进	出息
长久	久长
长久	长远
长久	持久
肝火	怒气
长空	漫空
柑桔	柑橘
柑橘	柑桔
尴尬	为难
尴尬	难受
尴尬	刁难
长眠	长逝
长命	龟龄
扞拒	拒抗
扞拒	抵挡
扞卫	保护
扞卫	偏护
扞卫	保卫
扞卫	卫戍
赶赴	前往
赶过	越过
赶过	胜过
赶紧	急忙
赶紧	赶快
赶紧	赶忙
长命	长寿
长年	终年
赶忙	赶快
赶忙	急忙
赶忙	急切
赶巧	凑巧
赶巧	适值
赶上	超过
赶上	遇上
赶早	及早
赶早	趁早
赶走	驱逐
赶走	驱散
赶走	摈弃
敢于	勇于
感触	感染
感触	感受
感导	劝化
感导	感化
感导	陶染
感到	感应
感到	觉得
感到	感触
感德	感恩
感动	冲动
感动	感染
感恩	戴德
长年	常年
长期	长时间
长期	长久
感奋	奋起
感奋	振奋
感化	感激
感化	熏陶
感怀	感念
感激	感动
感激	报答
长期	永远
长期	恒久
感觉	觉得
感觉	感想
感觉	发觉
感觉	认为
感慨	慨叹
感慨	感触
感喟	太息
感喟	感慨
感喟	感伤
感喟	感叹
感冒	伤风
感念	感怀
感情	情感
感情	情绪
长期	永恒
长枪	蛇矛
感染	影响
感染	习染
感染	教导
感染	作用
感染	沾染
感染	熏染
感人	感动
长日	永日
感伤	伤感
感伤	感慨
感受	感化
感受	体验
感受	感觉
感叹	叹息
感叹	感触
感叹	感想
长生	永生
长时	万古
感悟	领悟
感想	感触
感谢	报酬
感谢	感人
感谢	报答
感谢	感动
感应	觉得
感应	感触
感召	教养
感召	感化
干瘪	枯槁
干瘪	干瘦
干瘪	枯瘠
干脆	简洁
干脆	爽性
干脆	直爽
干脆	爽快
干脆	高兴
干脆	舒畅
干脆	坚强
长逝	长眠
长寿	龟龄
干犯	冒犯
干戈	交战
干戈	武器
干戈	构兵
干涸	干枯
干涸	枯槁
干劲	劲头
干净	索性
干净	纯洁
干净	洁白
干净	洁净
长叹	浩叹
长途	远程
干枯	枯萎
干枯	枯竭
干枯	凋谢
干枯	枯槁
干连	瓜葛
干连	扳连
干连	牵缠
干练	能干
干练	能力
干练	熟习
干练	练习
干练	老成
干练	熟练
干流	合流
干吗	干嘛
干嘛	干吗
干娘	乳母
长吁	长叹
干扰	干与
干扰	干预
干扰	搅扰
干扰	困扰
干扰	侵犯
干事	管事
干事	作工
干瘦	干瘪
干瘦	枯槁
干瘦	枯瘠
干系	相关
干系	关系
干系	关连
干线	主线
干休	停止
干与	干预
干预	干涉
干燥	枯萎
干燥	枯燥
干证	旁证
长夜	永夜
长幼	老小
刚才	刚刚
刚才	方才
刚刚	适才
刚刚	方才
刚好	适值
刚好	恰好
刚好	恰巧
刚健	硬朗
刚健	健壮
刚健	刚硬
刚劲	刚毅
刚烈	刚强
刚烈	刚毅
刚强	巩固
刚强	顽强
刚强	坚硬
刚强	坚强
刚强	坚毅
刚强	剧烈
刚巧	适值
刚巧	恰好
刚巧	凑巧
刚巧	正巧
刚巧	恰恰
刚毅	坚强
刚毅	坚忍
刚毅	刚强
刚毅	坚毅
长于	善于
刚硬	坚硬
刚正	强项
刚正	刚毅
刚正	刚烈
刚正	耿介
长于	擅长
刚直	正直
刚直	梗直
刚直	刚正
刚直	耿介
纲纪	法纪
纲领	大纲
纲领	提纲
纲目	原则
纲目	大纲
纲要	纲领
纲要	大纲
纲要	提纲
岗亭	岗位
岗位	岗亭
港口	口岸
戆直	颟顸
戆直	笨拙
皋比	虎皮
皋牢	羁糜
皋牢	笼络
高昂	腾贵
高昂	奋发
高昂	高亢
高昂	清亮
高傲	骄傲
高傲	得意
高傲	骄气
高卑	高低
高卑	凹凸
高唱	呐喊
高超	高明
高超	高贵
高超	显贵
高潮	飞腾
高潮	热潮
高出	胜过
高出	凌驾
高出	超出
高大	远大
高大	魁梧
高大	宏大
高大	嵬峨
高大	宏壮
高档	高等
高档	高级
高等	高档
高低	上下
高低	高下
高低	荆棘
高发	多发
高峰	顶峰
长远	辽远
长远	深远
高歌	大喊
高歌	呐喊
长远	久远
高古	古雅
高贵	昂贵
高贵	鄙俗
高贵	崇高
高级	高档
高见	卓识
高洁	刚直
高洁	耿介
高洁	纯洁
高洁	刚正
高峻	陡峭
高峻	险要
高峻	嵬峨
高峻	高大
高亢	高昂
高亢	清脆
长远	深化
高慢	骄横
高慢	骄气
高慢	孤高
高妙	高深
高妙	高超
高明	高妙
高明	巧妙
高明	高深
高明	尊贵
高攀	攀附
高朋	贵宾
高朋	贵客
长远	深刻
长者	父老
长者	尊长
高尚	典雅
高尚	高超
高深	高超
高深	精湛
高深	精深
高深	深奥
高深	精良
高深	深邃
长者	长辈
高声	大声
长子	宗子
涨价	加价
掌故	轶事
掌故	遗闻
高手	老手
高手	妙手
高手	能手
高寿	遐龄
高耸	矗立
高耸	挺拔
掌故	逸事
掌管	操作
高文	大作
掌管	职掌
掌管	控制
高下	高低
高下	上下
高兴	起兴
高兴	欣喜
高兴	欢畅
高兴	满足
高兴	蓬勃
高兴	快乐
高兴	愉快
高雅	精致
高雅	崇高
高雅	粗俗
高雅	大方
高雅	娟秀
高雅	慷慨
高雅	优雅
掌掴	批颊
掌握	把握
高涨	飞腾
高涨	热潮
高涨	高潮
高招	高着
高着	高招
掌握	控制
掌珠	千金
掌珠	令嫒
高足	弟子
高足	学生
高作	高招
膏火	学费
丈夫	外子
丈夫	夫君
膏壤	沃土
膏腴	腴膏
膏腴	肥沃
膏泽	恩典
膏泽	恩惠
搞乱	搅散
稿本	草稿
稿本	初稿
告白	广告
告别	离别
告别	分别
